Id,Start,Duration,Price
FEUDS97273,2028186,896,83472
COVEN33194,2024038,495,16698
SHAG860334,2019013,62,3689
DUSTY32608,2020091,701,2720
KEGS600193,2026134,786,21402
CANNY37695,2024010,867,13764
COPES90834,2028191,962,26288
GUMS582808,2018279,670,97791
DOWRY81789,2028252,990,6868
PIOUS88248,2022138,269,100
MINIM17280,2025178,991,13113
FLUX782239,2023291,330,24737
STARK66602,2021102,499,4039
EBB6631830,2023157,371,23867
NERVE02012,2028357,731,15965
SQUAD57298,2021062,577,20088
HOLLY49491,2028125,355,1183
BOGS166886,2028163,733,12701
SAUCY03665,2021270,263,3493
AFAR391032,2028195,354,22080
SWIRL37968,2027039,18,800
LARGE80551,2028061,147,10764
AVID716743,2023191,500,19734
FUZZY54683,2027241,822,23088
HOLES49372,2020030,344,1612
GAFFE65432,2019302,625,23809
PANTS80028,2027174,355,2369
DUTY509266,2018365,283,130086
RESTS76752,2019004,614,10718
PRUNE02813,2022345,852,50061
FAX7226253,2018096,342,2088
TUB0797456,2025118,720,100521
ROMP397294,2018235,391,10642
OPTED31861,2028117,752,12308
WEST363772,2027296,85,20723
TARS221764,2028291,610,13485
GOERS39127,2019349,898,85629
FAIR733825,2019276,655,5824
RAINY64275,2024174,876,4490
HOBBY97616,2028028,306,105
WHORE10449,2018100,504,3740
DESK600235,2024308,427,4520
FUNGI28889,2018130,920,2255
AXIS066311,2028299,673,7004
PINK090543,2027060,935,4256
PROPS36191,2026107,56,13702
SPURS81076,2025088,933,21137
CRUST66171,2018049,674,16124
IN55793924,2021311,277,305
USER811508,2027335,356,23498
BEGUN37506,2028070,444,25027
SOUPS45647,2021230,389,63729
GRAM210318,2026115,371,1781
TUBES35847,2022074,392,185931
THINS13569,2023094,66,91020
SIXES17204,2026338,656,21547
SUMS864803,2021352,764,1079
FAULT84826,2027314,375,108447
BURPS06081,2019227,402,620
FADES64090,2019208,14,28706
POP4334322,2024208,40,20646
MY18597918,2025072,587,26970
YETIS32920,2018025,780,565
ODOUR76089,2021100,481,4403
PAID759103,2018251,356,3950
RAMS766297,2025219,507,5974
SPURS32751,2022095,737,5928
MEATS16116,2024303,349,8294
DOZES92362,2020317,881,174
BIDES93026,2028341,415,7990
GAIT384088,2025043,476,9333
BINS002655,2022275,224,7397
PALER70891,2021331,948,13800
CZAR508184,2025302,504,160527
PROOF07012,2023196,482,24128
NIL8489277,2026041,207,1484
POUT611096,2021028,935,6496
TACIT24921,2023173,768,368
LEDGE84547,2022276,373,88695
GUSH872272,2021261,861,109002
FAD0745770,2027003,744,6438
EXCEL32692,2025245,477,1865
AWED367929,2019110,858,28210
PEACE43875,2026002,283,18216
AIRY521844,2019102,944,12623
TEAL189453,2026061,949,1840
BARGE31225,2028265,766,21344
SCRAP08061,2019098,362,12240
FIZZY61358,2026006,396,10925
GROWL86579,2019321,686,6510
PACED75287,2027259,240,12665
FUGUE64288,2019236,964,11662
TRAMP27187,2019116,827,3675
WITCH78579,2024207,55,15594
LAMPS14212,2025011,475,42486
REEDY47887,2020303,806,17649
TUBER30534,2027076,49,66267
FEELS05586,2019043,971,12665
SOWED46064,2019077,104,4324
RAVEN43667,2020228,896,109890
VENTS86006,2020076,270,819
DOORS57198,2019128,324,4960
INLAY00357,2026047,221,11475
ERG5520738,2022074,402,5800
IDEAL33914,2024330,118,21855
HEALS64025,2028307,609,7917
BOTCH18825,2024032,705,5551
DOZE576822,2026259,837,15686
BOWLS38139,2027046,967,9581
SURGE14463,2028046,572,19981
BAGS594423,2019175,512,1751
SOLE195778,2026292,963,12181
MUGS354996,2022127,983,8024
FEATS45385,2028038,652,10829
SEEN015079,2025114,733,2958
MASH000269,2019097,50,15134
DRILY22963,2019251,957,8281
OLDER31575,2028113,847,6670
BEGIN80587,2021046,83,95238
MYRRH30368,2018123,767,3587
SKILL58879,2027219,183,17603
FRILL35368,2022045,521,201261
SHOPS55962,2026346,272,3887
AEGIS21968,2018044,254,2929
LAYER28498,2028123,505,12443
WEIRD85935,2025177,357,37887
PARTS48733,2020167,443,3275
BULKS53161,2022165,409,336
PRAYS40530,2026209,937,15111
HIDE563901,2021167,481,4630
QUERY28390,2024310,203,76701
BATH980365,2024072,151,29233
MELEE27474,2021344,611,17273
STROP62087,2026031,268,6422
TOME321893,2020008,100,16238
VERB265068,2022104,810,966
LUNCH22066,2026273,509,828
NAPS821674,2023043,125,14353
TALLY19358,2020230,403,8008
LURK278652,2027075,207,9641
AMINE88922,2023292,20,11219
BASAL70149,2028165,313,4487
WEED017795,2026029,79,1285
DRINK77484,2025213,232,1105
SITAR15977,2026104,435,3503
MOAN506315,2027096,940,4175
WADS028126,2020228,332,12835
CRUX552724,2021049,964,11849
RACY489944,2024314,251,4480
ME40390281,2025114,484,1025
TOOTH51479,2020290,932,18308
SEEDY63409,2019190,275,120012
BEERY91281,2025106,576,3445
IFS2998786,2020339,391,6086
PECAN16174,2028343,134,3596
SHANK20311,2022338,640,10447
CHOMP06953,2027312,301,7020
SUSHI09764,2018183,959,348
SNIFF06341,2027001,156,164469
WIG8036721,2023092,876,20184
WIRER64273,2019272,938,3066
PAP0068011,2025207,126,3444
VEST883804,2026228,163,45510
SAWS429448,2018323,715,2074
BOUTS19255,2021259,293,16337
HERBS53731,2018110,871,107967
ITEM185834,2021126,91,8932
TRAP285216,2018185,259,14559
STEAL24156,2021105,323,49494
REUSE31501,2027213,651,13022
WEAL779096,2018014,840,11024
SWUM487801,2020281,46,50283
CHILD48508,2028175,507,7800
CLAPS69738,2027031,703,5447
OOZE926802,2026326,398,4732
SAWN263973,2018160,927,9843
CELLO76458,2026094,200,2695
WIT9782078,2024121,143,1496
SHONE05802,2024029,4,17298
ANION20092,2026128,365,101121
CREDO10660,2025284,657,104340
SECTS65360,2026063,482,2997
LANDS63027,2020248,714,1900
CREEK10503,2019341,96,5359
TANGO89327,2018178,566,2691
EMIRS44879,2025248,949,525
TASTY70450,2018192,974,5663
ZEBRA98156,2026169,289,3585
CLOG822049,2023212,240,224
MEDIA71625,2026032,980,8112
MEDAL59203,2018013,559,66138
FUTON34933,2027004,506,21091
LUNGS61050,2022109,594,10912
WOK1411254,2024350,389,6045
HOBBY40123,2019282,935,4650
CLAM978863,2025285,176,32856
GUILE45595,2019186,622,15686
JIHAD18772,2018201,657,6348
WISH956217,2018272,755,189435
THEE671534,2018155,430,5655
SHEIK97695,2026325,610,11086
EGOS951589,2018045,495,6006
SKIRL29042,2020202,646,2919
SOUND67375,2024172,724,44955
ARGOT68492,2018248,127,66711
PISTE70350,2023018,989,167535
LUGS719111,2024110,802,12369
ROMP125293,2024154,824,147825
TEXTS42798,2025189,513,22816
FADED79607,2025238,558,12155
WRIT280746,2021065,906,2260
TENOR82720,2028063,907,97569
TORI540764,2028199,18,81252
CABLE70997,2018120,276,133371
TEAK281283,2022048,234,58911
LOUSY00681,2019045,530,16307
AVID720672,2022001,659,1989
IDYLL86977,2021097,63,146292
DRILY48436,2022061,497,169725
RAMPS89721,2027095,576,2847
BULBS52471,2019030,718,103896
ROTOR72854,2018158,863,3020
ADORE43220,2025292,654,197538
DIRT469903,2020074,295,10912
AVERS56002,2020020,490,14637
SEES975507,2026241,306,3970
DUVET70593,2019281,856,21681
CASTS24325,2023168,303,7208
YEARN77222,2024030,885,11245
LOST592567,2018218,750,2576
SLOTS26560,2025155,570,2613
GRABS16264,2022299,132,2580
BLUSH48785,2028341,842,9269
HILLS11041,2018047,602,8711
GILDS24765,2020004,511,2204
BIOTA92797,2019131,563,23316
NOOK014866,2023189,695,1183
CHEEP13224,2023199,767,18445
OWLS184418,2027021,469,21948
DACHA72411,2021253,734,38295
TRUTH51085,2019259,249,12121
PEEK759312,2028312,266,4576
PLAIT31068,2019327,931,15962
WOW3685654,2018268,574,854
BALMY38493,2025096,982,24969
COLS097199,2027191,905,22649
SMELT18576,2026303,477,80031
FRILL78023,2021178,855,1313
BRUNT71023,2020197,521,5999
BELCH40364,2024026,748,27838
SWAY457751,2023088,788,2511
OVER339086,2018191,739,16813
DEALS77258,2025339,355,21756
SHIN586293,2020094,734,7111
RODE384005,2025047,215,2405
STILT71983,2018328,996,16957
LORRY21172,2027112,782,9362
SEEDY13261,2025030,674,3940
PUMPS09825,2024167,480,31302
GERMS91011,2022242,504,3585
CORNS87419,2024021,892,4508
SCREW36240,2022341,32,97902
VOLE621881,2024239,208,6786
HAZE201473,2020248,119,19691
BREAM83325,2020018,915,399
LEFT726787,2020356,413,6335
SNIFF53275,2023046,667,16514
SLED437818,2018193,826,11596
STET763569,2025192,527,3612
TORCH25810,2019206,669,21170
DRILL97928,2024351,579,4002
SUSHI54937,2018332,753,5614
TUB8819099,2024278,698,36354
DUO8984849,2026235,862,4795
SPASM73710,2025332,486,20474
TAXI213530,2024117,674,5356
JURY290082,2027168,803,26226
ELM6068129,2026274,405,21895
HAZE935552,2021196,198,19981
FIRE206785,2023302,779,21756
DRAW813214,2019139,764,1848
STAYS30636,2019098,751,21137
MOOT242228,2020208,428,21978
SHOT362625,2024147,811,11662
TUNER08361,2021052,878,470
AGED018875,2023183,910,7085
SWAPS97891,2024100,62,9529
ELSE873247,2018361,585,11985
SNOBS07095,2018012,289,196224
AXLE304853,2023313,391,4382
FRETS75472,2026359,223,10442
HARDY77898,2027083,25,8497
OLDEN89928,2023304,158,11766
TUTOR83599,2020306,917,490
BEAST63090,2024186,649,89133
SLAGS35924,2019299,414,2520
NOSE361503,2025302,893,7038
PEAS820143,2027238,988,8437
CARED28874,2024271,364,9177
PAGE434695,2024350,314,11373
WAITS94096,2020357,76,93075
VALE764884,2027133,699,11293
FRAME30510,2021149,256,3409
APSE151067,2019219,1,819
SUSHI04078,2019359,251,2847
CLIFF39898,2018308,329,24707
ITCH223140,2018169,554,4811
BIDE280010,2018053,897,6882
WEND529566,2026186,968,14763
LAMBS49780,2021253,517,5040
AEON691323,2021328,560,3332
CENTS11843,2021209,693,8007
CURVY57906,2021127,467,2110
FOILS51819,2024096,618,5005
MALL004384,2023227,718,2830
BANGS35700,2018306,259,50172
INCUR23719,2028279,526,16303
GLOWS88294,2019147,658,108114
STIR393893,2028195,899,14994
ODE7212424,2027257,917,2695
GOER525850,2019329,129,3542
STREW51688,2025197,702,10777
ALSO961930,2021009,209,186807
FORTH10301,2018123,224,18078
AMEN331968,2023153,801,2863
RINKS53562,2026358,184,67890
DUBS513264,2021309,484,36741
HULKS98566,2019289,508,4175
COXED89003,2021296,401,10731
OPENS66122,2028363,630,234
BATHS26004,2024020,942,22264
EVER503935,2019180,587,3720
SHORN64035,2027136,129,2142
YO-YO36665,2019131,504,157899
CHEEP58134,2018297,956,5487
EAST713610,2021214,952,928
VERGE98010,2019241,295,196662
HOBS473627,2019243,711,6216
CURLS49207,2021153,178,20202
TONNE70023,2018059,191,2905
MIRTH41364,2019208,772,80697
WORSE57189,2024363,291,1755
PHONE47596,2020243,897,42735
SEED054333,2019295,181,9292
PEER904806,2021266,729,16123
ALLOW21877,2020002,456,101397
MONTH36724,2020009,901,5831
ALIGN59572,2022086,359,2975
COMET84497,2024243,927,3885
DOME509859,2025347,443,10074
MOUNT43177,2018043,69,3179
GOUT213420,2019095,767,10387
NEEDY39777,2020293,9,7598
FIN3221850,2019143,663,8313
PAW3799734,2024089,65,1610
EXERT82816,2028271,637,20677
CURT230264,2023131,386,155
MILK301125,2026070,335,12934
CAGEY41270,2027112,568,9605
WRACK12340,2020173,896,147606
CHEST69709,2028231,671,22971
FIGS735336,2020102,20,1403
TEETH92537,2022198,588,4316
AEGIS94757,2028084,726,4292
REND786516,2024083,187,43512
LEAFY62718,2022159,56,11484
SKITS60264,2027233,754,15065
BONNY84383,2025015,754,173886
PAW6146706,2024023,609,6256
FLIP302359,2022283,611,16514
OLDER37602,2021084,457,6650
VASE988642,2023115,791,195129
FLOSS67529,2028291,793,101178
TACK018666,2019152,767,192501
CRICK63998,2025097,430,82584
DUSTY49889,2023188,382,68043
MOOT060382,2028037,857,4811
UGH0136914,2025192,528,686
PAEAN83447,2022238,999,21266
TITRE05204,2021341,974,646
WARDS19587,2021035,210,5481
RAINS65285,2027148,264,29574
WALKS48002,2020217,532,64824
DOTTY76761,2019079,505,11817
JARS694210,2021091,949,12597
FEEL639723,2020211,544,4410
CHEWY47314,2022361,666,21576
SINKS26186,2025016,112,448
RAGE173382,2018235,463,12121
RUINS53149,2025264,237,21837
SEDAN24333,2022087,898,6797
SPED717443,2019146,524,9775
REUSE90354,2028122,653,12337
MELEE11147,2018239,417,85410
HURRY03125,2026294,849,18607
PRISM25354,2019068,384,24583
TUBA657852,2024272,291,2510
PUTT072248,2018159,967,23312
PAST033710,2018213,451,3016
ACTED40864,2028228,443,25641
LEEK929062,2026269,782,6160
SNEER31517,2024307,150,7319
RATS965561,2020151,687,2465
MERGE31753,2027266,983,22040
WHIPS33976,2027107,16,25451
BROTH46140,2020045,136,12935
TIES940635,2026041,733,9027
THROB81408,2020275,865,1932
SECT715518,2019018,512,54390
HEELS52569,2024083,344,13821
FIFTY24478,2026277,824,14444
RARER86477,2024106,529,34521
BRIM538076,2020256,253,21018
DEAF487224,2026059,376,12206
START38578,2021293,349,7852
GNU0740666,2025295,299,16994
ADOPT39446,2018156,62,21421
BEGAN52677,2027086,895,5537
STOAT76526,2018205,955,21091
DROSS99252,2019089,159,66156
MAR8876723,2021071,572,97902
BLUR942898,2019244,677,74241
LOTTO11045,2022325,391,86802
ALIAS23284,2024360,594,3383
SKILL69153,2023121,519,81030
CENT713910,2027136,722,23088
TWIGS31904,2019210,766,96798
REPEL50048,2028114,457,12093
LATHE28823,2018140,631,11322
PUNY893613,2027003,1,19840
HUH1414884,2024306,409,5607
ABUT031312,2019063,9,1150
BARS990379,2024140,787,213087
RUINS43886,2024020,783,27745
PATH912576,2028282,108,147
PILOT25815,2020073,675,4501
EDIFY09403,2028244,213,28101
DIET798416,2018284,373,897
GRUNT94301,2026066,547,6045
SAKE395041,2025071,307,897
SHUT757736,2018023,58,14807
SWAB447798,2018060,846,663
RILL907329,2018230,745,54969
NINTH99291,2027248,987,1420
MILKY38532,2024342,256,9152
RADII79360,2027083,584,100302
OUGHT08153,2027259,573,207
DRILL95096,2023293,570,10120
SWIM968067,2019320,504,1232
ADAGE35603,2026348,77,14212
RIFLE97583,2026126,187,6020
ZIP8820653,2024171,950,3626
BAWL854464,2020095,814,8112
SCARP63198,2025112,715,6552
DISCS30751,2027054,284,2115
ELMS756431,2018011,835,14093
DOTTY19224,2018253,828,5780
SOP8697363,2021346,95,1421
RABBI71714,2018302,609,163374
BETA108216,2022307,448,1665
FORGE62331,2020148,588,6923
DEAD677696,2018052,526,7888
GAPED34046,2022129,560,2604
MISS308811,2025282,909,21735
SURD538598,2021132,134,8636
QUIRK09453,2028105,925,5850
TAXIS39289,2020143,197,16802
VERY074117,2019248,137,5299
CORK298776,2024200,731,19136
BLUNT95782,2025099,960,16709
CHIME40621,2019313,359,44289
MEANS79502,2018243,658,3318
HURTS30846,2025110,291,27861
SLID137691,2027017,559,25346
HACKS71552,2019361,419,91
RUDER27267,2024192,590,7085
BONED85810,2026253,347,87357
VENUE06983,2019199,470,36297
HEART51280,2027075,434,3885
SOUKS65186,2025360,695,27898
MIDI064499,2028151,135,7276
STICK02412,2023102,188,12767
FLIP388743,2025349,845,90021
TUGS275366,2022140,626,10907
CHAIR01907,2019019,410,9200
DEED712620,2026208,616,196443
SHACK26314,2026288,12,988
PEGS612796,2025168,607,2086
ORBIT54186,2024103,188,3604
SUITS04915,2018050,4,5404
LEST349615,2020234,351,8125
DOWEL93112,2022006,136,111033
WHICH56775,2024036,162,44067
SWOP699804,2028167,798,20460
TIGHT40149,2020179,622,1302
GREY490118,2018339,544,22557
LARKS39620,2022009,682,9911
BLOC781355,2018177,160,609
COLS645785,2028193,477,7967
VYING58777,2028360,397,156366
NUN9972342,2024208,137,20102
WOK6113373,2026278,487,5134
CHEWY28295,2020318,947,126
MIRED82825,2026352,411,1764
LOAD577678,2028118,404,127020
FRAUD43884,2023234,891,5306
FARAD94595,2027114,811,3534
DOOM189127,2018037,429,46731
ROOST13872,2019124,880,2805
EBB6793376,2023222,331,71928
DRAWS82798,2018365,801,12363
ANAL975539,2020353,211,3200
DIVOT73285,2024197,50,7371
LOIN091405,2020130,163,7521
ROTAS18582,2026002,128,16694
VIED281944,2026091,568,45
AXLE111836,2024255,140,139284
OARS108874,2025076,611,5677
ESPY039658,2025168,119,6993
MEMO665964,2022147,814,3857
VAMP543211,2022261,728,182
CURVE72381,2018056,217,2772
TONGS32717,2018047,286,11180
DONS554695,2018150,207,7199
APEX218441,2019365,498,6321
MISS649068,2022285,335,4930
CUFF438097,2027290,322,13920
WANT115013,2023263,838,66933
ADDLE67927,2026169,577,2600
TOY8783422,2025312,944,83250
SIGNS91237,2024309,355,3861
RICK420787,2018020,543,17301
AUNTS49550,2019224,388,1012
YAMS531831,2021174,734,15096
PLANE65735,2020260,220,3200
BABY462930,2024247,803,20447
FLAGS81568,2018140,82,3885
NORTH24634,2023163,221,74481
FARED01838,2018253,835,7004
SLUNK07342,2020216,369,8855
SLAB217816,2020353,42,10517
CRUSH75008,2028010,959,28892
DOGE127511,2022077,92,21142
HARD155275,2023364,260,15028
FIERY72461,2022067,4,192939
BASES84519,2024169,310,6292
RATE315835,2019200,786,1435
MAIN708915,2027125,652,21373
HOOTS67276,2027338,655,5550
DOVE878240,2027193,500,13158
BLESS87310,2018343,944,70
GOT3771032,2018019,908,700
FUTON37040,2019279,637,111252
BUTTS22900,2018163,300,16675
PUNY377907,2020189,783,13857
CENTS91389,2019071,775,24309
DID5024751,2028076,699,8060
FATED46717,2019030,531,8229
SWIRL52911,2020043,393,15295
WROTE68587,2019086,836,13166
ERRS695239,2021046,789,8255
SINK386567,2027092,754,3975
BLURB27088,2024273,505,11219
TUNIC48335,2022335,918,155490
SLIMY73324,2022138,800,13823
OUT9800621,2023245,700,1219
PEEK222157,2028128,631,170
EMBER83294,2028050,494,4485
TILE733533,2019202,199,1054
JAMB977996,2024139,167,40515
SULKY28518,2018012,9,1239
HUGE819959,2024016,934,89022
BARON27114,2023307,769,315
FLOPS07333,2022224,698,103587
UNITY19838,2020140,327,3757
GENRE80780,2022151,845,3360
PEAR638211,2023075,870,2483
VET9226541,2021046,146,3435
GROUP65992,2022077,658,6321
QUICK47960,2027146,195,126801
OR51267531,2027255,922,91131
VERBS78563,2021257,874,3165
TOGA596420,2021073,568,4767
NADIR31751,2019223,273,4992
FILER31407,2024046,792,3215
COACH61366,2023326,500,74022
PRUDE15174,2019120,665,130
BOSUN94547,2020059,622,2580
COPES59806,2023363,269,7098
PILL048756,2021241,315,3180
AIRY672325,2022206,322,3860
MUZAK49732,2021218,461,42846
PUPPY97642,2021062,409,5882
AMP6206029,2021094,167,8125
FLIP663915,2028316,501,65919
LIDS402089,2019136,329,2625
GRAMS20484,2024275,253,5173
BERYL53141,2020179,756,5226
MOWN511225,2028206,244,27375
UPON290668,2022058,631,5901
TAMED34114,2018182,447,3016
PECK467181,2027317,174,7192
PAYS306140,2020157,62,13833
PEAR108481,2024345,164,3255
NAVY441903,2021138,750,15111
SKIS808735,2021241,938,8742
BELOW56539,2023341,215,121107
LYNCH22646,2022015,892,181113
CAMPS89514,2018352,221,308
FREE738927,2025120,951,17951
STINK83005,2019207,907,8381
MOWER67146,2019072,338,65157
SNARE74906,2021246,339,315
SAGES15260,2024077,59,196443
VOWED67375,2028103,665,16184
PAINT67681,2020293,334,15717
SINE452180,2026347,587,867
RACY844956,2024151,449,1155
MAGIC65706,2028174,35,21344
PROW565145,2022284,141,10442
MELEE54612,2019043,53,6206
EACH096933,2023106,729,15623
ALLOY79013,2028196,693,7189
ROTAS78974,2025151,318,3514
STAKE77608,2024067,816,103341
SHARD15329,2028022,592,9214
TULIP37547,2018345,903,26350
UNCUT57286,2018010,242,21804
CAVED43530,2020344,661,114975
KEEL320969,2027010,115,79032
OLDEN20184,2019131,912,6468
SING900067,2019096,777,154833
WEEPS56499,2027182,350,255
ZOOMS18928,2022172,534,102231
EJECT79663,2019256,792,3850
DHOW266439,2028053,593,3131
DOZED06667,2023277,151,4585
DUNES69611,2022290,292,395
CROPS01177,2020161,455,163374
GET6590093,2026273,368,889
COY4350220,2023058,909,85470
SAFER35294,2024145,376,2655
MAP0474412,2024163,822,16501
HOSES65582,2020087,674,3626
SILL349916,2025036,939,112566
DODGE23922,2028103,290,20336
VIED440289,2018121,751,3948
WEEPY53317,2022214,76,3381
FOALS96937,2026073,908,166440
GAS1167875,2018134,813,16994
PROS437991,2025074,465,14168
DOZY417940,2023080,701,104025
YEAST46552,2018311,486,3521
GNAT946710,2018200,225,490
DODOS58182,2021043,297,7735
WROTE98083,2021098,487,10251
UNDUE94882,2018248,972,4627
SIT4761015,2020110,469,8835
RIFF657604,2020002,87,2205
JAMBS31027,2023286,596,149358
DUCK902674,2026168,647,2261
TIARA43790,2021287,682,3248
HID8800028,2021253,175,9483
COURT45263,2028330,743,702
IDLES95040,2019197,963,3290
MENU489916,2028106,962,58608
DAYS691750,2024259,20,11477
RATTY88369,2018227,292,5589
SNIP873183,2027137,658,15521
RYE8501009,2026182,707,25752
DISCS93235,2027040,640,3955
BELTS11296,2024140,469,10013
FELT920158,2028180,262,24476
CARVE22617,2025200,156,9690
SHEEP22535,2027068,106,23126
PUPAL84037,2028170,24,5264
LAXER88623,2021298,107,4095
CLUE190875,2023302,796,5518
CESS984835,2018230,802,9844
FARM841325,2026034,543,64713
ESTER52505,2024029,471,1794
VIE3198790,2018147,574,21850
CHEER60207,2021218,799,11883
BOORS02407,2018140,267,7191
RIDGE57123,2025030,669,2054
PUB5757823,2028246,909,4508
LABEL92640,2019282,575,4760
DEER162687,2024065,599,4470
RUE6391290,2022017,849,1870
EVIL822384,2026251,63,5824
SCRAP41008,2028147,860,3844
VESTS29521,2023159,372,10585
DIG5685661,2027015,328,10643
GAWKY27785,2027075,687,5720
GRAB439331,2025280,992,20026
CORN968843,2028068,544,12675
TOT4581918,2019334,773,11346
BOSSY39375,2020194,379,52392
ENNUI81836,2018082,695,60051
ROOT720953,2025049,689,5173
DIMER18320,2019256,385,2513
SOY4301080,2024015,903,28305
ETHIC45138,2021247,902,9269
PAL5631921,2021078,416,1540
SODAS30513,2018006,404,16008
LYING88440,2025016,516,24099
WOOL581986,2025186,119,272
WHET416466,2028211,808,16014
WHERE72260,2027322,264,3510
MAIN280858,2023043,678,13209
POCK677792,2026266,583,6479
SOWED33736,2027334,45,33522
DOCKS31370,2021140,449,17719
WEED689855,2024174,609,19228
RARER18334,2020333,16,10962
DRAFT10613,2021104,990,620
RAFT959636,2022359,493,1183
READY49153,2028361,393,3315
VEIL048066,2022217,362,78840
RENTS91184,2025038,914,45990
REEK273750,2028112,385,1358
HASTY37914,2019310,855,3570
CAMPS24574,2028167,156,1131
STEM629772,2028240,947,97458
BANNS48118,2022125,269,14926
RANDY87202,2026137,22,3625
SLEPT18316,2026293,12,3615
HUM5076735,2018321,120,559
BRINE80867,2026281,939,11186
HELP464309,2023227,514,42069
THINS16024,2024213,739,26825
SLEEP07624,2026357,466,8236
GYROS21902,2021123,925,26013
FOOLS28522,2028060,968,9135
COAST37243,2025187,719,448
DROOP81304,2028237,383,1633
WAXED56751,2028341,135,11656
STRAY37972,2022242,175,1519
LEAK187343,2027353,186,4199
LANDS93910,2019121,743,9499
MODAL56027,2022068,607,99645
FEES144860,2023134,622,16286
LINK599319,2024028,71,201699
FAKED95634,2028230,88,2494
HORDE59081,2024222,712,178485
CROW680573,2024154,275,15456
VOTED02334,2028044,275,18676
HARM922586,2022198,642,15035
AUNTS90250,2018107,756,2485
LEAKY19513,2022287,500,43734
MAD0443946,2018112,353,8970
WORDS60367,2022099,422,72150
HIRE539203,2021240,934,27063
KNELL95438,2023170,537,98790
QUIRK28342,2021237,982,13826
RULER44566,2020006,42,16320
CODES18787,2019237,640,10270
FANCY25507,2018031,995,19053
AMBIT82051,2025217,360,39849
DOE3215798,2023101,5,26499
STOOD17376,2021014,380,72816
GRATE94887,2025318,670,598
TAKEN07668,2019097,12,30597
CLOAK05023,2018358,869,9248
FLUSH14861,2023160,753,210678
WASPS52837,2025264,106,22289
NODDY57580,2027072,41,70263
HARE956420,2025226,91,7250
SMIRK37701,2024122,650,4670
ONCE211103,2019168,644,83361
CLIFF26779,2025155,395,2346
ABIDE44092,2018045,388,14074
PHYLA05694,2019184,871,17710
HIND769827,2019072,136,2445
SITE681677,2026120,203,98124
LACKS10377,2021184,453,12393
RAJ1039668,2021327,57,160308
SUSHI27005,2025324,230,6448
OPTED46389,2026344,605,4116
SKIMS01547,2021005,624,14996
FORKS24744,2025227,89,14093
HENS034068,2025189,320,4929
OBOES15362,2021040,91,4715
OAK9344631,2019032,9,14818
CAPER79878,2020257,387,6086
VIRUS57422,2018325,768,13485
STUB622166,2027362,125,7874
DOTED07839,2018040,29,69
CARPS88681,2019064,550,22644
SUP7886229,2019127,929,10530
RISE106461,2028080,695,89799
SWAB188313,2023121,71,24621
SPOOF27144,2024194,702,15436
RUB7136758,2025352,303,10543
WARDS52265,2021064,214,211992
EXITS52140,2022217,647,19096
TONAL34359,2027073,829,5858
FADES20166,2025246,177,5215
WAGS763189,2022024,108,3435
PETER23728,2025001,965,5194
SURLY99048,2020137,978,7199
WAN8759280,2028350,925,462
TUBER45681,2021022,500,2730
ONCE563505,2019300,538,3050
BLIMP95341,2028351,881,1564
OWNER02563,2021223,798,17825
LOBS514541,2023349,727,11563
BEGOT97981,2023089,988,63381
POKY392741,2028101,270,10994
TORTS07131,2027225,639,37668
GRAIL68518,2026307,946,7215
OPINE78269,2028296,919,18009
STAGS57165,2020019,315,3650
SHOW228456,2018021,202,2442
ABETS02614,2026152,488,12949
GLOWS85657,2020031,459,10556
FAINT57594,2020223,447,4075
FRIED56749,2022362,28,91797
SOAKS56242,2026078,538,26061
RADIX09626,2020213,558,20532
BLOT952761,2028283,619,12412
ELATE45706,2024297,846,9798
PUCK918961,2023362,26,3870
RUNIC48409,2020218,845,4396
DECOY17099,2023253,288,8307
LIPS764968,2024200,204,1085
WHIRL51789,2027153,130,2912
LAPSE99947,2027135,836,105339
EVENS45974,2019107,703,3007
ATOMS23578,2024058,724,9435
INFER24072,2022177,510,173010
SKIRL18399,2023202,494,3976
BANGS02282,2026354,834,88911
CRANK00385,2027102,889,27714
LEVEL34506,2023365,886,5428
GRIND58058,2022343,85,183960
COT8652834,2022157,634,22649
CHOCK04805,2028241,288,8103
DINGO33228,2018339,84,6758
WIDES45953,2028290,168,21827
FROZE76367,2019110,505,988
TUCKS83023,2025346,396,44676
CAPO014894,2028324,147,3020
AXING98755,2028161,754,18299
INCUR50265,2027320,119,17174
BANK606419,2025037,613,6732
FICHE68255,2019153,562,2401
MOVES41351,2023329,576,504
BAKED64688,2028323,12,1260
BLADE76831,2024219,281,5848
PITON74488,2025084,895,14384
HELD786804,2020323,178,11781
VERVE43033,2028240,827,4301
SURLY53387,2023165,695,2756
DAYS370356,2018287,279,93795
FIRST04745,2027104,294,139284
AGO2695042,2024247,113,3510
GROSS19833,2025140,752,4823
CUBIC36085,2027319,506,19113
VOWEL17350,2025125,650,168411
LOOMS13680,2024217,348,6171
CINE789138,2019316,71,24614
COOK975040,2028312,917,21574
ALONE04453,2024129,251,9516
EGO5239028,2023039,503,28855
SEND116249,2027233,751,1267
LOVE336046,2020012,782,22359
MINER84727,2028046,427,2646
ANGST47580,2026033,990,13804
PASTY31434,2027349,350,103008
GREAT38462,2025322,991,171696
GALL068241,2018012,777,6409
PATCH09329,2019154,300,39849
LOSS911014,2026226,218,2245
WAIST29348,2020222,329,4585
SLATS50067,2024340,371,6946
FORTE80552,2024101,677,10738
